date,store_id,product_id,product_name,category,region,inventory_level,units_sold,units_ordered,demand_forecast,price,discount,weather_condition,holiday/promotion,competitor_pricing,seasonality
2026-02-10,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,287,19,35,17,58,0,Rainy,1,63.12,Low
2026-02-10,1,P002,Britannia Good Day 600g,Snacks,South,69,59,69,62,120,5,Sunny,0,111.1,Low
2026-02-10,1,P003,Aashirvaad Atta 5kg,Staples,South,107,12,25,14,248,20,Stormy,0,247.76,Low
2026-02-10,1,P004,Maggi 2-Minute Noodles,Snacks,South,57,49,67,50,48,0,Stormy,1,52.02,Low
2026-02-10,1,P005,Tata Salt 1kg,Staples,South,56,27,28,26,22,10,Cloudy,0,23.21,Low
2026-02-10,1,P006,Coca-Cola 600ml,Beverages,South,158,35,41,31,40,15,Rainy,1,41.79,Low
2026-02-10,1,P007,Parle-G 800g,Snacks,South,196,33,43,34,65,0,Rainy,0,63.72,Low
2026-02-10,1,P008,Surf Excel 1kg,Cleaning,South,157,15,19,15,220,20,Sunny,1,240.27,Low
2026-02-10,1,P009,Amul Butter 500g,Dairy,South,84,32,37,29,275,0,Stormy,1,272.38,Low
2026-02-10,1,P010,Red Label Tea 500g,Beverages,South,140,13,23,12,255,0,Rainy,0,279.63,Low
2026-02-11,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,217,59,75,57,58,0,Stormy,0,58.28,Low
2026-02-11,1,P002,Britannia Good Day 600g,Snacks,South,77,45,53,44,120,5,Sunny,0,121.08,Low
2026-02-11,1,P003,Aashirvaad Atta 5kg,Staples,South,194,59,78,61,248,20,Rainy,0,240.5,Low
2026-02-11,1,P004,Maggi 2-Minute Noodles,Snacks,South,203,48,62,50,48,0,Rainy,0,47.54,Low
2026-02-11,1,P005,Tata Salt 1kg,Staples,South,275,72,72,76,22,5,Rainy,1,20.19,Low
2026-02-11,1,P006,Coca-Cola 600ml,Beverages,South,76,57,60,55,40,0,Sunny,0,41.05,Low
2026-02-11,1,P007,Parle-G 800g,Snacks,South,227,59,75,59,65,0,Cloudy,1,70.72,Low
2026-02-11,1,P008,Surf Excel 1kg,Cleaning,South,250,44,48,44,220,15,Rainy,0,202.83,Low
2026-02-11,1,P009,Amul Butter 500g,Dairy,South,295,34,38,34,275,5,Cloudy,0,286.54,Low
2026-02-11,1,P010,Red Label Tea 500g,Beverages,South,275,46,61,42,255,15,Stormy,0,277.68,Low
2026-02-12,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,283,76,88,78,58,0,Sunny,1,63.58,Low
2026-02-12,1,P002,Britannia Good Day 600g,Snacks,South,156,22,23,24,120,10,Cloudy,1,119.52,Low
2026-02-12,1,P003,Aashirvaad Atta 5kg,Staples,South,278,24,35,19,248,0,Cloudy,1,253.46,Low
2026-02-12,1,P004,Maggi 2-Minute Noodles,Snacks,South,86,40,59,36,48,15,Sunny,1,50.69,Low
2026-02-12,1,P005,Tata Salt 1kg,Staples,South,166,59,66,63,22,0,Stormy,0,20.46,Low
2026-02-12,1,P006,Coca-Cola 600ml,Beverages,South,180,34,40,35,40,20,Stormy,0,39.65,Low
2026-02-12,1,P007,Parle-G 800g,Snacks,South,144,26,44,23,65,0,Sunny,1,59.27,Low
2026-02-12,1,P008,Surf Excel 1kg,Cleaning,South,250,72,91,75,220,0,Cloudy,1,237.95,Low
2026-02-12,1,P009,Amul Butter 500g,Dairy,South,118,36,47,40,275,0,Sunny,0,251.01,Low
2026-02-12,1,P010,Red Label Tea 500g,Beverages,South,69,49,63,48,255,15,Sunny,0,241.7,Low
2026-02-13,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,116,19,23,23,58,20,Stormy,0,55.96,Low
2026-02-13,1,P002,Britannia Good Day 600g,Snacks,South,201,21,24,23,120,0,Stormy,0,125.28,Low
2026-02-13,1,P003,Aashirvaad Atta 5kg,Staples,South,249,46,64,45,248,15,Cloudy,0,265.76,Low
2026-02-13,1,P004,Maggi 2-Minute Noodles,Snacks,South,129,43,58,44,48,10,Sunny,0,47.26,Low
2026-02-13,1,P005,Tata Salt 1kg,Staples,South,255,33,52,29,22,0,Rainy,0,21.27,Low
2026-02-13,1,P006,Coca-Cola 600ml,Beverages,South,141,32,49,30,40,10,Stormy,0,36.15,Low
2026-02-13,1,P007,Parle-G 800g,Snacks,South,105,77,83,80,65,20,Cloudy,0,64.16,Low
2026-02-13,1,P008,Surf Excel 1kg,Cleaning,South,134,38,52,42,220,10,Sunny,1,236.61,Low
2026-02-13,1,P009,Amul Butter 500g,Dairy,South,58,40,42,44,275,15,Stormy,0,298.71,Low
2026-02-13,1,P010,Red Label Tea 500g,Beverages,South,124,28,41,23,255,0,Rainy,0,248.86,Low
2026-02-14,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,133,35,38,37,58,20,Stormy,1,53.54,Low
2026-02-14,1,P002,Britannia Good Day 600g,Snacks,South,186,87,90,85,120,0,Cloudy,0,122.32,Low
2026-02-14,1,P003,Aashirvaad Atta 5kg,Staples,South,276,31,45,28,248,0,Rainy,0,249.7,Low
2026-02-14,1,P004,Maggi 2-Minute Noodles,Snacks,South,268,88,96,83,48,5,Sunny,0,50.48,Low
2026-02-14,1,P005,Tata Salt 1kg,Staples,South,63,77,87,77,22,0,Sunny,0,23.93,Low
2026-02-14,1,P006,Coca-Cola 600ml,Beverages,South,145,46,53,50,40,5,Sunny,0,39.44,Low
2026-02-14,1,P007,Parle-G 800g,Snacks,South,195,31,39,31,65,15,Sunny,0,65.97,Low
2026-02-14,1,P008,Surf Excel 1kg,Cleaning,South,177,100,102,101,220,0,Cloudy,0,236.99,Low
2026-02-14,1,P009,Amul Butter 500g,Dairy,South,211,92,104,87,275,20,Cloudy,1,292.04,Low
2026-02-14,1,P010,Red Label Tea 500g,Beverages,South,233,96,107,94,255,15,Stormy,0,237.81,Low
2026-02-15,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,211,55,64,58,58,10,Sunny,0,61.69,Low
2026-02-15,1,P002,Britannia Good Day 600g,Snacks,South,191,27,30,23,120,0,Sunny,0,122.14,Low
2026-02-15,1,P003,Aashirvaad Atta 5kg,Staples,South,50,89,100,84,248,0,Stormy,0,268.25,Low
2026-02-15,1,P004,Maggi 2-Minute Noodles,Snacks,South,170,52,64,48,48,15,Sunny,1,46.22,Low
2026-02-15,1,P005,Tata Salt 1kg,Staples,South,125,90,91,94,22,0,Sunny,0,23.14,Low
2026-02-15,1,P006,Coca-Cola 600ml,Beverages,South,160,75,94,71,40,15,Stormy,0,41.34,Low
2026-02-15,1,P007,Parle-G 800g,Snacks,South,104,52,58,48,65,5,Rainy,0,63.35,Low
2026-02-15,1,P008,Surf Excel 1kg,Cleaning,South,143,95,109,97,220,15,Cloudy,0,198.93,Low
2026-02-15,1,P009,Amul Butter 500g,Dairy,South,225,76,92,79,275,0,Rainy,0,266.71,Low
2026-02-15,1,P010,Red Label Tea 500g,Beverages,South,188,22,24,18,255,15,Cloudy,1,240.89,Low
2026-02-16,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,295,63,68,61,58,15,Cloudy,0,52.76,Low
2026-02-16,1,P002,Britannia Good Day 600g,Snacks,South,234,56,75,51,120,0,Sunny,0,115.05,Low
2026-02-16,1,P003,Aashirvaad Atta 5kg,Staples,South,94,63,81,65,248,0,Rainy,0,229.01,Low
2026-02-16,1,P004,Maggi 2-Minute Noodles,Snacks,South,168,51,70,53,48,10,Stormy,0,49.71,Low
2026-02-16,1,P005,Tata Salt 1kg,Staples,South,82,63,72,63,22,5,Sunny,0,20.15,Low
2026-02-16,1,P006,Coca-Cola 600ml,Beverages,South,54,26,44,26,40,0,Stormy,1,41.65,Low
2026-02-16,1,P007,Parle-G 800g,Snacks,South,249,25,41,27,65,0,Rainy,0,62.44,Low
2026-02-16,1,P008,Surf Excel 1kg,Cleaning,South,90,25,36,24,220,0,Sunny,0,207.54,Low
2026-02-16,1,P009,Amul Butter 500g,Dairy,South,70,75,86,72,275,20,Rainy,0,285.04,Low
2026-02-16,1,P010,Red Label Tea 500g,Beverages,South,123,50,64,52,255,15,Cloudy,1,279.52,Low
2026-02-17,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,84,74,75,70,58,20,Stormy,1,62.44,Low
2026-02-17,1,P002,Britannia Good Day 600g,Snacks,South,112,58,77,61,120,5,Cloudy,1,118.03,Low
2026-02-17,1,P003,Aashirvaad Atta 5kg,Staples,South,78,17,19,17,248,15,Sunny,0,262.92,Low
2026-02-17,1,P004,Maggi 2-Minute Noodles,Snacks,South,273,84,98,88,48,20,Sunny,1,47.7,Low
2026-02-17,1,P005,Tata Salt 1kg,Staples,South,132,85,87,82,22,0,Cloudy,0,21.07,Low
2026-02-17,1,P006,Coca-Cola 600ml,Beverages,South,137,44,53,45,40,20,Stormy,1,41.4,Low
2026-02-17,1,P007,Parle-G 800g,Snacks,South,223,68,84,69,65,20,Sunny,0,64.79,Low
2026-02-17,1,P008,Surf Excel 1kg,Cleaning,South,290,34,45,34,220,0,Sunny,1,202.5,Low
2026-02-17,1,P009,Amul Butter 500g,Dairy,South,289,60,69,57,275,15,Stormy,0,281.89,Low
2026-02-17,1,P010,Red Label Tea 500g,Beverages,South,246,68,74,71,255,0,Sunny,0,232.04,Low
2026-02-18,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,106,64,64,63,58,20,Cloudy,0,53.89,Low
2026-02-18,1,P002,Britannia Good Day 600g,Snacks,South,80,40,46,35,120,0,Sunny,0,127.77,Low
2026-02-18,1,P003,Aashirvaad Atta 5kg,Staples,South,220,69,69,69,248,0,Cloudy,0,227.45,Low
2026-02-18,1,P004,Maggi 2-Minute Noodles,Snacks,South,216,30,30,32,48,0,Stormy,0,50.71,Low
2026-02-18,1,P005,Tata Salt 1kg,Staples,South,64,39,52,40,22,0,Rainy,0,22.79,Low
2026-02-18,1,P006,Coca-Cola 600ml,Beverages,South,288,46,64,45,40,0,Stormy,0,39.97,Low
2026-02-18,1,P007,Parle-G 800g,Snacks,South,228,25,28,22,65,0,Stormy,0,64.71,Low
2026-02-18,1,P008,Surf Excel 1kg,Cleaning,South,178,46,54,44,220,20,Cloudy,0,240.62,Low
2026-02-18,1,P009,Amul Butter 500g,Dairy,South,295,60,74,57,275,0,Sunny,0,258.1,Low
2026-02-18,1,P010,Red Label Tea 500g,Beverages,South,137,19,32,16,255,20,Sunny,0,265.26,Low
2026-02-19,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,159,37,52,34,58,5,Stormy,0,59.55,Low
2026-02-19,1,P002,Britannia Good Day 600g,Snacks,South,299,65,79,62,120,0,Rainy,0,130.38,Low
2026-02-19,1,P003,Aashirvaad Atta 5kg,Staples,South,72,81,98,84,248,15,Rainy,0,225.22,Low
2026-02-19,1,P004,Maggi 2-Minute Noodles,Snacks,South,159,28,31,24,48,0,Cloudy,1,43.21,Low
2026-02-19,1,P005,Tata Salt 1kg,Staples,South,62,18,24,18,22,10,Stormy,0,20.25,Low
2026-02-19,1,P006,Coca-Cola 600ml,Beverages,South,126,80,89,84,40,10,Stormy,0,43.27,Low
2026-02-19,1,P007,Parle-G 800g,Snacks,South,225,64,67,67,65,0,Sunny,0,64.5,Low
2026-02-19,1,P008,Surf Excel 1kg,Cleaning,South,91,32,40,31,220,0,Cloudy,0,209.66,Low
2026-02-19,1,P009,Amul Butter 500g,Dairy,South,227,24,27,21,275,0,Sunny,1,284.69,Low
2026-02-19,1,P010,Red Label Tea 500g,Beverages,South,211,21,23,21,255,10,Rainy,0,243.3,Low
2026-02-20,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,159,68,81,63,58,10,Cloudy,0,58.7,Low
2026-02-20,1,P002,Britannia Good Day 600g,Snacks,South,145,71,77,69,120,20,Rainy,0,116.29,Low
2026-02-20,1,P003,Aashirvaad Atta 5kg,Staples,South,265,72,84,76,248,5,Sunny,1,269.85,Low
2026-02-20,1,P004,Maggi 2-Minute Noodles,Snacks,South,178,55,64,59,48,15,Stormy,0,48.41,Low
2026-02-20,1,P005,Tata Salt 1kg,Staples,South,282,47,50,42,22,0,Cloudy,0,23.38,Low
2026-02-20,1,P006,Coca-Cola 600ml,Beverages,South,171,56,65,56,40,5,Rainy,1,36.96,Low
2026-02-20,1,P007,Parle-G 800g,Snacks,South,293,48,61,49,65,0,Stormy,1,65.88,Low
2026-02-20,1,P008,Surf Excel 1kg,Cleaning,South,260,41,50,37,220,0,Stormy,0,230.22,Low
2026-02-20,1,P009,Amul Butter 500g,Dairy,South,175,67,82,63,275,5,Sunny,0,258.05,Low
2026-02-20,1,P010,Red Label Tea 500g,Beverages,South,245,24,42,26,255,0,Sunny,0,238.72,Low
2026-02-21,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,79,20,37,16,58,0,Sunny,0,61.7,Low
2026-02-21,1,P002,Britannia Good Day 600g,Snacks,South,159,69,87,73,120,15,Rainy,0,120.85,Low
2026-02-21,1,P003,Aashirvaad Atta 5kg,Staples,South,198,47,62,48,248,15,Sunny,0,240.1,Low
2026-02-21,1,P004,Maggi 2-Minute Noodles,Snacks,South,265,83,83,85,48,15,Stormy,0,43.3,Low
2026-02-21,1,P005,Tata Salt 1kg,Staples,South,86,67,77,62,22,15,Sunny,0,22.78,Low
2026-02-21,1,P006,Coca-Cola 600ml,Beverages,South,261,71,72,70,40,0,Stormy,0,38.7,Low
2026-02-21,1,P007,Parle-G 800g,Snacks,South,221,40,52,39,65,5,Stormy,0,63.94,Low
2026-02-21,1,P008,Surf Excel 1kg,Cleaning,South,210,96,96,93,220,0,Rainy,1,226.03,Low
2026-02-21,1,P009,Amul Butter 500g,Dairy,South,137,48,64,50,275,0,Cloudy,0,255.21,Low
2026-02-21,1,P010,Red Label Tea 500g,Beverages,South,201,69,76,64,255,0,Cloudy,0,249.99,Low
2026-02-22,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,121,54,73,52,58,0,Sunny,0,55.71,Low
2026-02-22,1,P002,Britannia Good Day 600g,Snacks,South,123,83,93,80,120,0,Stormy,0,126.19,Low
2026-02-22,1,P003,Aashirvaad Atta 5kg,Staples,South,97,91,110,92,248,15,Cloudy,1,249.66,Low
2026-02-22,1,P004,Maggi 2-Minute Noodles,Snacks,South,81,77,94,74,48,5,Cloudy,0,48.78,Low
2026-02-22,1,P005,Tata Salt 1kg,Staples,South,249,37,46,36,22,20,Cloudy,0,21.61,Low
2026-02-22,1,P006,Coca-Cola 600ml,Beverages,South,187,86,104,83,40,0,Rainy,0,40.73,Low
2026-02-22,1,P007,Parle-G 800g,Snacks,South,142,96,99,93,65,20,Stormy,0,58.56,Low
2026-02-22,1,P008,Surf Excel 1kg,Cleaning,South,121,97,102,96,220,0,Stormy,0,226.52,Low
2026-02-22,1,P009,Amul Butter 500g,Dairy,South,250,29,36,31,275,0,Stormy,1,260.69,Low
2026-02-22,1,P010,Red Label Tea 500g,Beverages,South,221,59,63,55,255,0,Rainy,0,252.23,Low
2026-02-23,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,132,52,63,53,58,0,Rainy,0,55.2,Low
2026-02-23,1,P002,Britannia Good Day 600g,Snacks,South,298,45,49,44,120,5,Sunny,0,128.38,Low
2026-02-23,1,P003,Aashirvaad Atta 5kg,Staples,South,207,40,45,40,248,20,Cloudy,1,256.29,Low
2026-02-23,1,P004,Maggi 2-Minute Noodles,Snacks,South,127,70,80,71,48,0,Stormy,0,50.64,Low
2026-02-23,1,P005,Tata Salt 1kg,Staples,South,144,26,43,24,22,20,Cloudy,1,21.52,Low
2026-02-23,1,P006,Coca-Cola 600ml,Beverages,South,152,56,65,52,40,20,Stormy,0,42.69,Low
2026-02-23,1,P007,Parle-G 800g,Snacks,South,216,46,54,47,65,0,Stormy,1,67.78,Low
2026-02-23,1,P008,Surf Excel 1kg,Cleaning,South,229,37,48,37,220,20,Sunny,0,207.63,Low
2026-02-23,1,P009,Amul Butter 500g,Dairy,South,50,18,23,19,275,0,Cloudy,0,278.19,Low
2026-02-23,1,P010,Red Label Tea 500g,Beverages,South,56,78,84,73,255,0,Sunny,0,270.95,Low
2026-02-24,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,227,35,48,35,58,20,Cloudy,0,53.86,Low
2026-02-24,1,P002,Britannia Good Day 600g,Snacks,South,232,52,53,49,120,5,Sunny,0,128.83,Low
2026-02-24,1,P003,Aashirvaad Atta 5kg,Staples,South,231,45,60,40,248,0,Stormy,1,258.82,Low
2026-02-24,1,P004,Maggi 2-Minute Noodles,Snacks,South,147,78,82,81,48,5,Cloudy,0,50.24,Low
2026-02-24,1,P005,Tata Salt 1kg,Staples,South,97,44,44,41,22,0,Sunny,1,21.41,Low
2026-02-24,1,P006,Coca-Cola 600ml,Beverages,South,146,60,78,55,40,15,Sunny,0,43.55,Low
2026-02-24,1,P007,Parle-G 800g,Snacks,South,263,45,62,40,65,5,Rainy,0,70.62,Low
2026-02-24,1,P008,Surf Excel 1kg,Cleaning,South,154,61,80,64,220,20,Rainy,0,221.48,Low
2026-02-24,1,P009,Amul Butter 500g,Dairy,South,290,21,26,16,275,0,Sunny,0,300.11,Low
2026-02-24,1,P010,Red Label Tea 500g,Beverages,South,219,44,54,44,255,10,Rainy,0,237.59,Low
2026-02-25,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,277,80,96,75,58,10,Cloudy,0,54.34,Low
2026-02-25,1,P002,Britannia Good Day 600g,Snacks,South,52,39,42,35,120,15,Stormy,1,119.9,Low
2026-02-25,1,P003,Aashirvaad Atta 5kg,Staples,South,202,23,37,19,248,5,Sunny,0,237.23,Low
2026-02-25,1,P004,Maggi 2-Minute Noodles,Snacks,South,297,38,55,42,48,5,Cloudy,0,47.99,Low
2026-02-25,1,P005,Tata Salt 1kg,Staples,South,262,50,68,50,22,20,Rainy,1,21.61,Low
2026-02-25,1,P006,Coca-Cola 600ml,Beverages,South,74,25,25,27,40,10,Cloudy,0,42.0,Low
2026-02-25,1,P007,Parle-G 800g,Snacks,South,68,62,78,57,65,0,Cloudy,0,68.81,Low
2026-02-25,1,P008,Surf Excel 1kg,Cleaning,South,265,34,37,31,220,10,Cloudy,0,222.13,Low
2026-02-25,1,P009,Amul Butter 500g,Dairy,South,188,36,51,32,275,5,Rainy,1,276.99,Low
2026-02-25,1,P010,Red Label Tea 500g,Beverages,South,277,45,45,49,255,0,Stormy,0,264.87,Low
2026-02-26,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,74,42,47,37,58,0,Sunny,0,59.91,Low
2026-02-26,1,P002,Britannia Good Day 600g,Snacks,South,230,22,22,23,120,0,Rainy,0,110.9,Low
2026-02-26,1,P003,Aashirvaad Atta 5kg,Staples,South,67,28,44,23,248,5,Stormy,0,233.64,Low
2026-02-26,1,P004,Maggi 2-Minute Noodles,Snacks,South,143,19,38,22,48,10,Sunny,1,46.96,Low
2026-02-26,1,P005,Tata Salt 1kg,Staples,South,249,49,65,47,22,10,Rainy,0,23.24,Low
2026-02-26,1,P006,Coca-Cola 600ml,Beverages,South,255,67,67,63,40,5,Rainy,0,41.33,Low
2026-02-26,1,P007,Parle-G 800g,Snacks,South,297,59,64,61,65,20,Stormy,0,63.9,Low
2026-02-26,1,P008,Surf Excel 1kg,Cleaning,South,238,17,19,21,220,0,Stormy,1,235.19,Low
2026-02-26,1,P009,Amul Butter 500g,Dairy,South,87,53,65,56,275,10,Sunny,0,264.87,Low
2026-02-26,1,P010,Red Label Tea 500g,Beverages,South,106,70,85,66,255,0,Stormy,0,243.79,Low
2026-02-27,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,207,64,82,59,58,15,Rainy,1,59.71,Low
2026-02-27,1,P002,Britannia Good Day 600g,Snacks,South,232,15,20,16,120,20,Cloudy,0,131.8,Low
2026-02-27,1,P003,Aashirvaad Atta 5kg,Staples,South,73,65,72,62,248,0,Stormy,0,226.93,Low
2026-02-27,1,P004,Maggi 2-Minute Noodles,Snacks,South,151,79,95,75,48,10,Rainy,0,48.87,Low
2026-02-27,1,P005,Tata Salt 1kg,Staples,South,66,41,55,36,22,0,Cloudy,0,21.24,Low
2026-02-27,1,P006,Coca-Cola 600ml,Beverages,South,153,21,34,19,40,5,Rainy,0,41.77,Low
2026-02-27,1,P007,Parle-G 800g,Snacks,South,79,27,28,24,65,0,Stormy,1,61.86,Low
2026-02-27,1,P008,Surf Excel 1kg,Cleaning,South,234,25,40,20,220,0,Cloudy,0,213.79,Low
2026-02-27,1,P009,Amul Butter 500g,Dairy,South,92,67,80,62,275,20,Stormy,0,297.19,Low
2026-02-27,1,P010,Red Label Tea 500g,Beverages,South,155,24,34,19,255,10,Cloudy,1,256.42,Low
2026-02-28,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,104,57,67,57,58,0,Rainy,0,54.69,Low
2026-02-28,1,P002,Britannia Good Day 600g,Snacks,South,254,92,103,93,120,0,Sunny,0,131.9,Low
2026-02-28,1,P003,Aashirvaad Atta 5kg,Staples,South,169,64,83,59,248,0,Cloudy,0,254.97,Low
2026-02-28,1,P004,Maggi 2-Minute Noodles,Snacks,South,199,94,96,95,48,20,Stormy,1,45.76,Low
2026-02-28,1,P005,Tata Salt 1kg,Staples,South,263,77,93,76,22,0,Rainy,0,21.86,Low
2026-02-28,1,P006,Coca-Cola 600ml,Beverages,South,198,60,64,57,40,15,Rainy,0,38.8,Low
2026-02-28,1,P007,Parle-G 800g,Snacks,South,220,89,106,87,65,0,Rainy,0,59.54,Low
2026-02-28,1,P008,Surf Excel 1kg,Cleaning,South,259,59,59,57,220,10,Cloudy,1,198.35,Low
2026-02-28,1,P009,Amul Butter 500g,Dairy,South,124,56,71,54,275,20,Sunny,0,299.2,Low
2026-02-28,1,P010,Red Label Tea 500g,Beverages,South,127,98,108,100,255,0,Stormy,0,240.16,Low
2026-03-01,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,231,103,117,105,58,0,Stormy,0,56.37,Low
2026-03-01,1,P002,Britannia Good Day 600g,Snacks,South,254,89,104,85,120,15,Stormy,0,114.9,Low
2026-03-01,1,P003,Aashirvaad Atta 5kg,Staples,South,56,78,83,74,248,10,Sunny,0,261.63,Low
2026-03-01,1,P004,Maggi 2-Minute Noodles,Snacks,South,288,27,32,23,48,10,Stormy,0,47.06,Low
2026-03-01,1,P005,Tata Salt 1kg,Staples,South,171,86,93,85,22,5,Sunny,0,22.91,Low
2026-03-01,1,P006,Coca-Cola 600ml,Beverages,South,79,42,46,43,40,20,Stormy,0,42.55,Low
2026-03-01,1,P007,Parle-G 800g,Snacks,South,251,37,37,38,65,5,Sunny,0,63.36,Low
2026-03-01,1,P008,Surf Excel 1kg,Cleaning,South,207,104,104,105,220,0,Sunny,1,225.75,Low
2026-03-01,1,P009,Amul Butter 500g,Dairy,South,292,82,86,83,275,10,Rainy,0,299.15,Low
2026-03-01,1,P010,Red Label Tea 500g,Beverages,South,274,102,111,98,255,20,Rainy,1,279.28,Low
2026-03-02,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,61,38,56,39,58,0,Sunny,0,52.78,Low
2026-03-02,1,P002,Britannia Good Day 600g,Snacks,South,99,68,74,69,120,20,Rainy,0,112.52,Low
2026-03-02,1,P003,Aashirvaad Atta 5kg,Staples,South,240,28,44,25,248,0,Rainy,1,247.96,Low
2026-03-02,1,P004,Maggi 2-Minute Noodles,Snacks,South,299,17,33,15,48,10,Sunny,1,46.25,Low
2026-03-02,1,P005,Tata Salt 1kg,Staples,South,88,33,37,36,22,10,Cloudy,1,20.54,Low
2026-03-02,1,P006,Coca-Cola 600ml,Beverages,South,294,48,52,48,40,15,Rainy,1,37.1,Low
2026-03-02,1,P007,Parle-G 800g,Snacks,South,108,19,21,19,65,0,Stormy,0,70.3,Low
2026-03-02,1,P008,Surf Excel 1kg,Cleaning,South,291,40,46,43,220,0,Cloudy,0,235.5,Low
2026-03-02,1,P009,Amul Butter 500g,Dairy,South,201,59,65,59,275,20,Cloudy,0,279.42,Low
2026-03-02,1,P010,Red Label Tea 500g,Beverages,South,179,26,32,30,255,15,Stormy,0,267.79,Low
2026-03-03,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,280,30,37,30,58,20,Sunny,0,58.46,Low
2026-03-03,1,P002,Britannia Good Day 600g,Snacks,South,120,54,59,56,120,0,Sunny,0,121.1,Low
2026-03-03,1,P003,Aashirvaad Atta 5kg,Staples,South,192,68,80,71,248,5,Sunny,0,240.92,Low
2026-03-03,1,P004,Maggi 2-Minute Noodles,Snacks,South,77,58,63,61,48,0,Rainy,0,48.96,Low
2026-03-03,1,P005,Tata Salt 1kg,Staples,South,149,69,73,69,22,0,Stormy,1,23.7,Low
2026-03-03,1,P006,Coca-Cola 600ml,Beverages,South,159,53,72,53,40,5,Sunny,0,43.46,Low
2026-03-03,1,P007,Parle-G 800g,Snacks,South,52,37,47,36,65,0,Sunny,1,64.12,Low
2026-03-03,1,P008,Surf Excel 1kg,Cleaning,South,183,32,41,35,220,5,Cloudy,1,207.04,Low
2026-03-03,1,P009,Amul Butter 500g,Dairy,South,50,33,47,33,275,0,Stormy,0,279.62,Low
2026-03-03,1,P010,Red Label Tea 500g,Beverages,South,209,46,64,41,255,0,Rainy,0,279.87,Low
2026-03-04,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,156,39,50,34,58,0,Rainy,0,60.0,Low
2026-03-04,1,P002,Britannia Good Day 600g,Snacks,South,105,75,90,72,120,15,Stormy,0,110.44,Low
2026-03-04,1,P003,Aashirvaad Atta 5kg,Staples,South,75,42,56,46,248,0,Cloudy,0,272.08,Low
2026-03-04,1,P004,Maggi 2-Minute Noodles,Snacks,South,270,32,44,33,48,5,Stormy,1,43.96,Low
2026-03-04,1,P005,Tata Salt 1kg,Staples,South,86,24,41,21,22,20,Rainy,0,23.7,Low
2026-03-04,1,P006,Coca-Cola 600ml,Beverages,South,251,45,57,42,40,0,Rainy,1,43.71,Low
2026-03-04,1,P007,Parle-G 800g,Snacks,South,75,71,80,67,65,10,Cloudy,0,66.93,Low
2026-03-04,1,P008,Surf Excel 1kg,Cleaning,South,122,38,49,40,220,0,Sunny,1,238.36,Low
2026-03-04,1,P009,Amul Butter 500g,Dairy,South,282,40,47,37,275,10,Rainy,1,287.71,Low
2026-03-04,1,P010,Red Label Tea 500g,Beverages,South,88,50,52,51,255,20,Rainy,0,230.9,Low
2026-03-05,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,255,71,77,67,58,0,Cloudy,0,53.61,Low
2026-03-05,1,P002,Britannia Good Day 600g,Snacks,South,219,64,77,59,120,0,Stormy,0,119.07,Low
2026-03-05,1,P003,Aashirvaad Atta 5kg,Staples,South,173,57,72,58,248,10,Sunny,0,267.96,Low
2026-03-05,1,P004,Maggi 2-Minute Noodles,Snacks,South,61,43,52,39,48,0,Sunny,0,43.54,Low
2026-03-05,1,P005,Tata Salt 1kg,Staples,South,90,45,50,46,22,5,Stormy,1,23.04,Low
2026-03-05,1,P006,Coca-Cola 600ml,Beverages,South,239,64,73,60,40,10,Rainy,0,43.76,Low
2026-03-05,1,P007,Parle-G 800g,Snacks,South,69,24,41,21,65,10,Cloudy,0,68.39,Low
2026-03-05,1,P008,Surf Excel 1kg,Cleaning,South,209,34,49,34,220,5,Cloudy,1,217.31,Low
2026-03-05,1,P009,Amul Butter 500g,Dairy,South,230,31,40,27,275,0,Rainy,0,250.65,Low
2026-03-05,1,P010,Red Label Tea 500g,Beverages,South,253,33,41,34,255,0,Sunny,0,246.76,Low
2026-03-06,1,P001,Amul Taaza Toned Milk 1L,Dairy,South,105,35,53,33,58,10,Stormy,1,57.12,Low
2026-03-06,1,P002,Britannia Good Day 600g,Snacks,South,171,71,74,72,120,0,Stormy,0,119.48,Low
